customer_id,product_id,basket_date,basket_count
12163949,31299289,2019-06-16,2
9920547,31546667,2019-06-16,3
11247145,46858785,2019-06-16,2
4172693,42723219,2019-06-16,2
4228777,926270,2019-06-16,2
12086053,33506465,2019-06-16,3
10906945,33354168,2019-06-16,3
11958233,40276068,2019-06-16,2
11489583,43314126,2019-06-16,2
11082519,47933392,2019-06-16,2
10314675,51821712,2019-06-17,2
11781455,47057070,2019-06-16,2
9312625,43902407,2019-06-16,2
5296431,49693345,2019-06-16,2
11084409,1263722,2019-06-16,2
11380033,51042056,2019-06-16,2
11344473,339429,2019-06-16,2
4835963,3257032,2019-06-16,2
10925873,39024454,2019-06-16,2
11039245,3549934,2019-06-16,2
12270531,34927870,2019-06-16,2
4935693,43864288,2019-06-16,2
9998695,36308101,2019-06-16,2
11226271,31324877,2019-06-16,2
11214021,50350530,2019-06-16,2
12216155,2565792,2019-06-16,2
11076569,6102908,2019-06-16,2
12030263,50803208,2019-06-16,2
9127153,3125977,2019-06-16,2
1052163,43482185,2019-06-16,3
8873795,3714100,2019-06-16,2
9588622,46130148,2019-06-16,2
10999638,34981913,2019-06-16,2
4290055,35167685,2019-06-16,2
11448465,53560311,2019-06-16,2
10718246,50836009,2019-06-16,3
5315275,53035093,2019-06-16,2
8445465,50436075,2019-06-16,2
11866519,31780330,2019-06-16,2
9403541,2963490,2019-06-16,2
10335899,5995368,2019-06-16,2
875329,46134461,2019-06-16,2
4763465,44767226,2019-06-16,2
8486555,37215955,2019-06-16,2
9500953,35191492,2019-06-16,2
5043090,36481470,2019-06-16,2
247695,86003,2019-06-16,2
11758257,39648211,2019-06-16,2
9716497,50462654,2019-06-16,2
12185131,49226769,2019-06-16,2
4348197,54592777,2019-06-16,2
4811849,32570198,2019-06-15,2
851739,34642271,2019-06-16,2
9837877,31540074,2019-06-16,2
10065251,34081119,2019-06-15,2
8463917,47639646,2019-06-15,2
4219047,42244011,2019-06-15,3
11149075,49860049,2019-06-15,3
9170307,35545522,2019-06-15,2
9519279,44146315,2019-06-15,2
8238671,44471280,2019-06-15,2
12230629,38270608,2019-06-15,2
9468137,32586402,2019-06-15,2
11107901,32792042,2019-06-15,2
10686795,44267470,2019-06-15,2
12233823,31884711,2019-06-15,2
4327841,38950239,2019-06-15,2
11498179,34035848,2019-06-15,2
11290769,33781223,2019-06-15,2
11709621,33028936,2019-06-15,3
1077559,4915558,2019-06-15,3
10387724,2864832,2019-06-15,2
8926995,31614416,2019-06-15,2
1101723,5977588,2019-06-15,2
869421,40455682,2019-06-15,2
4340231,46072637,2019-06-15,2
5309731,35810906,2019-06-15,2
10673747,37758603,2019-06-15,2
551355,50116869,2019-06-15,2
10095813,39845663,2019-06-15,2
9290183,34859104,2019-06-15,2
4664499,34525548,2019-06-15,2
11136517,31541857,2019-06-15,3
825111,46296421,2019-06-15,2
9177805,37356069,2019-06-15,2
10108945,26496209,2019-06-15,2
12114907,52238545,2019-06-15,2
8644391,42383131,2019-06-15,3
8172059,41883914,2019-06-15,2
9221863,44767258,2019-06-15,2
8134763,51887498,2019-06-15,2
10728179,50231451,2019-06-15,2
8181525,458885,2019-06-15,2
8977465,51030750,2019-06-15,2
4171055,31125069,2019-06-15,2
10121204,42780162,2019-06-15,2
11346531,39684405,2019-06-15,2
845229,34525502,2019-06-15,2
268289,34689678,2019-06-15,2
10029579,34441398,2019-06-16,2
828364,6538172,2019-06-15,2
27867,4451125,2019-06-15,2
10129007,51034595,2019-06-15,2
25012,50596116,2019-06-15,3
11451181,46364529,2019-06-15,2
10606589,41144281,2019-06-15,2
10704295,35109012,2019-06-15,2
12066075,43524799,2019-06-15,2
5299539,32251825,2019-06-15,2
12389167,232285,2019-06-15,2
9826621,31720319,2019-06-15,2
4874051,6531200,2019-06-14,2
8898393,3213828,2019-06-14,2
5283775,39359897,2019-06-14,3
10314339,48964455,2019-06-14,2
7913045,3937199,2019-06-14,2
4355858,4795856,2019-06-14,2
11042017,43332848,2019-06-14,3
4187435,32418640,2019-06-14,2
10676477,42114320,2019-06-14,2
9976659,40736994,2019-06-14,2
11533263,48726494,2019-06-14,2
8343811,31978880,2019-06-14,2
1059135,44746811,2019-06-14,2
10592477,41727481,2019-06-14,2
8053591,53669665,2019-06-14,2
11880211,46692673,2019-06-14,3
7884767,35607765,2019-06-14,2
10582173,40594443,2019-06-14,2
11702448,52199862,2019-06-14,2
11899223,50891208,2019-06-14,2
9824073,40760526,2019-06-14,2
11100831,46167279,2019-06-14,2
10290665,48031618,2019-06-14,2
10406851,39827537,2019-06-14,2
12342673,41313598,2019-06-14,2
1053101,34407849,2019-06-18,2
12310053,51183379,2019-06-18,4
10412087,50601765,2019-06-18,2
11413493,40448251,2019-06-18,2
1095255,40204599,2019-06-18,2
10829329,41381269,2019-06-18,3
11479707,35505100,2019-06-18,2
10781729,43888529,2019-06-18,3
10917431,32282126,2019-06-18,2
12434905,49650994,2019-06-18,2
11800187,50059355,2019-06-18,2
8503677,31573900,2019-06-18,2
1082739,32613496,2019-06-18,4
11626839,3177325,2019-06-18,2
874020,3058908,2019-06-18,3
7870625,39543957,2019-06-18,2
10488093,52403341,2019-06-18,2
876645,48018509,2019-06-18,2
11220181,33109072,2019-06-18,2
4698255,47047732,2019-06-18,2
11788007,52924977,2019-06-18,2
10642121,40276077,2019-06-18,2
4335667,37078285,2019-06-18,2
11435333,38195391,2019-06-18,2
94857,32242274,2019-06-18,2
8833545,49119444,2019-06-18,2
12088195,6194478,2019-06-18,2
10420081,37674279,2019-06-18,2
4368931,46280444,2019-06-18,2
11365949,55445659,2019-06-18,3
8379157,48051805,2019-06-18,2
9449223,6911634,2019-06-18,2
11422215,51881932,2019-06-18,2
10234100,51981259,2019-06-18,2
10456803,50390402,2019-06-19,2
8338141,46106748,2019-06-19,2
11191201,3735903,2019-06-19,3
10900337,32128322,2019-06-19,2
11339363,32229707,2019-06-19,2
11422873,31560347,2019-06-18,2
11899615,41771898,2019-06-19,2
8784349,34373617,2019-06-19,2
12209015,48631902,2019-06-18,2
12317473,44076001,2019-06-18,2
12499165,47108940,2019-06-19,2
825559,32397777,2019-06-18,4
10549693,1069267,2019-06-18,2
12065991,46040537,2019-06-18,2
11757193,42887442,2019-06-14,2
10333869,44167642,2019-06-14,2
11247845,32099744,2019-06-15,2
565649,50784707,2019-06-14,2
11997262,1069456,2019-06-14,2
488817,46876805,2019-06-14,2
11369659,2301364,2019-06-15,4
825587,25458659,2019-06-14,2
11689517,31288872,2019-06-14,2
4667159,47891714,2019-06-14,2
11001361,49047266,2019-06-13,3
7918354,51840644,2019-06-13,2
10942813,44749980,2019-06-13,2
4796696,6938963,2019-06-13,2
12217219,33855676,2019-06-13,2
9892631,47365687,2019-06-13,2
11573933,33966228,2019-06-13,2
11244919,49267348,2019-06-13,2
11781469,51744192,2019-06-13,2
12274899,40946466,2019-06-13,2
5153841,46651068,2019-06-13,2
11199895,44289413,2019-06-13,2
10959781,48093124,2019-06-13,2
11964447,46264677,2019-06-13,2
11259857,1069969,2019-06-13,2
85617,53610850,2019-06-13,2
840553,46315448,2019-06-13,2
11489625,6362696,2019-06-13,2
10632909,35504415,2019-06-13,2
11784316,50147514,2019-06-13,3
1119069,38656612,2019-06-13,2
9644619,51304424,2019-06-13,3
10343445,2174680,2019-06-13,2
12500117,43518444,2019-06-13,2
11342933,46234841,2019-06-13,2
10844755,6687642,2019-06-13,2
11679406,36803109,2019-06-13,2
5000569,40275989,2019-06-13,2
4769717,52784074,2019-06-13,2
11857839,31928645,2019-06-13,2
4326203,48339717,2019-06-13,2
11497801,50935511,2019-06-13,2
878213,75827,2019-06-13,2
11484963,34743697,2019-06-13,2
12098877,48498705,2019-06-13,2
10984211,41666127,2019-06-13,2
11642841,31544299,2019-06-13,2
11834445,33259863,2019-06-13,2
446047,4359177,2019-06-13,2
11544281,2486022,2019-06-13,2
12510113,40302663,2019-06-12,2
4796421,33059472,2019-06-13,2
12497345,51821518,2019-06-12,2
11831463,40573366,2019-06-12,2
12315093,31074229,2019-06-12,2
11677267,33976946,2019-06-12,3
1074773,48660783,2019-06-12,2
10602557,45607225,2019-06-12,5
11352340,36287318,2019-06-12,4
12166310,34759897,2019-06-12,2
11548523,51257148,2019-06-12,2
8180851,35490500,2019-06-12,2
5107095,43893061,2019-06-12,2
11648973,46275901,2019-06-12,2
11700619,42617386,2019-06-12,2
11745279,33272213,2019-06-12,2
10807279,3373740,2019-06-12,2
4790401,51577916,2019-06-12,2
9192359,48161383,2019-06-12,2
11746343,37214422,2019-06-12,2
5097533,38272202,2019-06-12,2
11932151,34417305,2019-06-12,2
10906217,42366284,2019-06-12,2
10078859,35210234,2019-06-12,2
10654567,1290866,2019-06-12,2
11788749,43914080,2019-06-12,2
10791963,2584954,2019-06-12,2
10200841,41631706,2019-06-12,2
10628177,50614243,2019-06-12,2
10509037,2119554,2019-06-12,3
10831401,6071932,2019-06-12,2
8649621,42001725,2019-06-12,2
9016735,45995859,2019-06-12,2
11760875,47498750,2019-06-11,3
4965723,31264988,2019-06-12,2
879151,31929332,2019-06-11,2
8888047,32062664,2019-06-11,2
10273193,49563351,2019-06-12,2
9573613,46882361,2019-06-11,2
9873759,31574046,2019-06-11,2
1134903,2389219,2019-06-12,2
8920695,33135320,2019-06-11,2
9082745,194476,2019-06-11,2
829829,2037881,2019-06-11,3
10712621,52400203,2019-06-12,4
10848971,37119662,2019-06-12,2
10385641,1263668,2019-06-12,2
8531789,6057155,2019-06-11,2
9118025,44743774,2019-06-11,2
4810701,35606222,2019-06-11,2
8834469,37956563,2019-06-11,2
10349913,39271497,2019-06-11,2
9845563,39429530,2019-06-11,2
10606211,3373776,2019-06-12,2
9381575,31614873,2019-06-11,2
829101,33455785,2019-06-11,2
11037355,42804748,2019-06-11,2
10819571,35628135,2019-06-11,3
10601479,52100301,2019-06-11,2
9556617,37635455,2019-06-11,2
8631147,47103092,2019-06-11,2
5302577,46223058,2019-06-11,2
10121979,36526014,2019-06-11,2
11698967,34325708,2019-06-11,2
8846327,36883703,2019-06-11,3
10473393,35714519,2019-06-11,2
9063145,42718843,2019-06-11,2
11025640,50144709,2019-06-11,3
4787446,32088797,2019-06-11,2
7965279,39543957,2019-06-11,2
9679047,45867008,2019-06-11,2
9473835,37138687,2019-06-11,2
9487107,48170286,2019-06-11,2
9618385,47480321,2019-06-11,2
9339589,34758456,2019-06-11,2
10885651,44071680,2019-06-11,2
10948539,47629632,2019-06-11,2
9741053,43547553,2019-06-11,2
4951093,32785847,2019-06-11,2
5108733,31670163,2019-06-11,2
10910739,42204957,2019-06-10,2
375406,36262723,2019-06-10,2
9420845,49635300,2019-06-10,4
9880521,75982,2019-06-10,2
8620255,35574453,2019-06-10,2
318885,37673669,2019-06-10,2
8603175,33855721,2019-06-10,2
8693856,48100893,2019-06-10,2
9590399,46265269,2019-06-10,2
11123021,49269021,2019-06-10,2
5127437,48726515,2019-06-10,2
10536729,37867230,2019-06-10,2
5106801,26619559,2019-06-10,2
10719499,2574017,2019-06-10,2
10295397,5937271,2019-06-10,2
9427047,39897558,2019-06-10,3
11743039,50808810,2019-06-10,2
5260801,41248653,2019-06-10,2
9142273,49072861,2019-06-10,2
5134213,2119180,2019-06-10,2
11635337,52599106,2019-06-10,2
832445,45608891,2019-06-10,2
10363773,46819379,2019-06-10,2
818377,52814926,2019-06-10,2
8924069,40189771,2019-06-10,4
342381,45521272,2019-06-10,2
691705,53646587,2019-06-10,2
11058327,47590184,2019-06-10,3
4201253,48798489,2019-06-10,2
4333217,36367433,2019-06-10,3
9414951,32282141,2019-06-10,2
8635445,31539844,2019-06-10,2
5026973,43807033,2019-06-10,2
5185481,51890468,2019-06-10,2
10337831,44246310,2019-06-10,2
4671082,50791389,2019-06-10,2
11284931,46190992,2019-06-10,2
8034089,41494469,2019-06-10,2
8984101,38429796,2019-06-10,2
5287499,40570017,2019-06-10,2
9116443,39860130,2019-06-10,2
10334633,34861166,2019-06-10,2
5197572,43447584,2019-06-10,2
10270295,2901279,2019-06-10,3
10519621,48472946,2019-06-10,2
9947623,31264088,2019-06-10,2
10127607,35564684,2019-06-11,2
11913069,32044498,2019-06-11,2
9820055,2269240,2019-06-11,2
9573627,42378988,2019-06-10,2
10939047,35667782,2019-06-10,2
9159283,35461777,2019-06-10,2
9917033,38075718,2019-06-10,2
4372137,35412812,2019-06-10,2
8257515,49049060,2019-06-10,2
9234841,4134720,2019-06-10,2
9002329,1762367,2019-06-10,3
11857489,49072850,2019-06-10,2
1079407,3305158,2019-06-10,2
11561389,6887765,2019-06-10,2
10881871,35208525,2019-06-09,2
11582081,30584059,2019-06-09,2
1086353,34169047,2019-06-09,2
12196247,42888848,2019-06-09,2
11196059,32449568,2019-06-09,2
11709957,5808231,2019-06-09,2
11305721,5218021,2019-06-09,2
12465257,41192576,2019-06-09,3
11433107,3579675,2019-06-09,2
11860429,46021583,2019-06-09,3
10349101,33362780,2019-06-10,2
11826199,46893636,2019-06-10,2
8751981,52636823,2019-06-10,2
9328949,39050105,2019-06-09,2
12265337,46933789,2019-06-09,2
8228255,42712581,2019-06-09,3
85855,42466586,2019-06-09,2
842709,34683768,2019-06-09,2
9643711,35140433,2019-06-10,2
12202127,49072861,2019-06-10,2
12066068,31708695,2019-06-10,2
10515561,47348594,2019-06-10,2
10907267,46000191,2019-06-10,2
549605,46197367,2019-06-10,2
11715739,51789135,2019-06-09,2
12276369,47851883,2019-06-09,2
10164819,3169147,2019-06-09,2
11591223,38268878,2019-06-10,2
4920839,39577246,2019-06-09,2
1123899,37206583,2019-06-09,2
12442773,51436245,2019-06-09,2
10687145,35093214,2019-06-09,2
12204885,33277800,2019-06-09,2
10689889,53560303,2019-06-09,2
10041633,27104159,2019-06-09,2
10717595,44615244,2019-06-09,2
11366243,6967678,2019-06-09,2
10075572,26038409,2019-06-09,2
12291811,46212951,2019-06-09,2
12043955,31760428,2019-06-09,2
64029,49613083,2019-06-09,2
10454969,42051826,2019-06-09,2
11075099,41884885,2019-06-09,2
848659,47939117,2019-06-09,3
11664952,37789891,2019-06-09,2
5096385,51872774,2019-06-09,2
88711,32229572,2019-06-09,2
11059923,31909620,2019-06-09,2
11531261,35526884,2019-06-09,2
11138043,50600656,2019-06-09,2
11646033,39627247,2019-06-09,2
11963525,34013459,2019-06-09,2
12176703,49227282,2019-06-09,2
11887001,31675406,2019-06-09,2
11604005,6790877,2019-06-09,2
11119801,49518400,2019-06-09,2
89271,926057,2019-06-09,3
10558177,46402233,2019-06-09,2
11247299,37504935,2019-06-09,2
10212377,46983348,2019-06-09,2
11788943,32271331,2019-06-09,2
11814397,35104494,2019-06-09,2
4780363,46344914,2019-06-09,2
1073247,42585086,2019-06-09,3
828520,6710132,2019-06-09,2
10199315,35446681,2019-05-31,2
10218817,1817899,2019-05-31,5
1125285,42267693,2019-05-31,2
12492459,41916311,2019-05-31,2
10860353,36464485,2019-05-31,2
36888,46753009,2019-05-31,2
11443215,46395494,2019-05-31,2
12262341,47864493,2019-05-31,4
9585121,35157226,2019-05-31,2
11121971,34643094,2019-05-31,2
11615135,42680059,2019-05-31,2
12297201,32242160,2019-05-31,2
10653573,7163202,2019-05-31,2
9511047,40148176,2019-05-31,2
1037757,4038698,2019-05-31,2
11375553,41666105,2019-05-31,2
11702453,40737726,2019-05-31,2
12316493,34231804,2019-05-31,2
11735661,2926387,2019-05-31,2
10598618,41955736,2019-05-30,4
4826283,48412037,2019-05-31,2
11536721,32729157,2019-06-01,2
12437859,2590086,2019-05-30,2
12288773,47498750,2019-05-31,2
8899149,35542817,2019-05-30,3
11861521,47065021,2019-05-30,2
11702971,45542737,2019-05-30,2
4960333,43843236,2019-05-31,2
11903115,2516917,2019-05-30,2
11154969,41055706,2019-05-30,2
821667,48180382,2019-05-30,2
11723677,42717473,2019-05-30,2
11980269,32193947,2019-05-30,2
5180819,50830370,2019-05-30,2
8425207,38300838,2019-05-30,2
11022557,49536881,2019-05-30,2
10327667,35815433,2019-05-30,2
10556427,35455205,2019-05-30,2
9654043,6772765,2019-05-30,3
8182486,5771528,2019-05-30,2
10775033,2525349,2019-05-30,2
10970085,31436706,2019-05-30,3
8886087,46265830,2019-05-30,2
11776894,32613412,2019-05-30,2
9936185,14626909,2019-05-30,2
11221525,46399218,2019-05-30,2
11201586,48662959,2019-05-30,2
4369519,46130148,2019-05-30,2
4640825,41518248,2019-05-30,2
4880295,2205258,2019-05-30,5
12297425,39932740,2019-05-30,2
11926607,36524491,2019-05-30,2
11871461,42738485,2019-05-30,2
11519301,31302953,2019-05-30,2
526869,49244342,2019-05-30,2
10249337,47882506,2019-05-30,2
8427643,1069992,2019-05-30,2
10016433,41695418,2019-05-31,2
9707803,51657194,2019-06-01,2
11064193,32881677,2019-05-29,3
9484503,37619876,2019-05-30,2
10781463,36460533,2019-05-29,2
1082165,42709284,2019-05-29,2
8465275,34935878,2019-05-30,2
1073149,37282152,2019-05-29,2
9664641,3721117,2019-05-30,2
5188813,46948784,2019-05-29,2
4995165,579438,2019-05-29,2
9194381,46296993,2019-05-29,2
8477791,49833636,2019-05-29,2
91413,36921717,2019-05-29,2
828331,31731709,2019-05-29,2
10762199,42793827,2019-05-29,2
9031729,50153105,2019-05-29,3
8060465,41884885,2019-05-29,2
8267763,38451951,2019-05-29,2
4266031,41017861,2019-05-29,2
11362169,44742433,2019-05-29,2
10747919,34937153,2019-05-29,2
11334071,44439082,2019-05-29,2
8918595,46608628,2019-05-29,2
10161137,34641601,2019-05-29,2
10855045,3177311,2019-05-29,2
247709,43454321,2019-05-29,2
8918049,38659252,2019-05-29,2
10392207,33914175,2019-05-29,2
30667,47918282,2019-05-29,2
9580599,36882826,2019-05-29,3
10491635,34709106,2019-05-29,3
184331,42276302,2019-05-29,2
8136135,46286574,2019-05-29,2
854707,32054321,2019-05-29,3
9448831,40576144,2019-05-29,2
12024495,42717473,2019-05-29,2
1032521,44704486,2019-05-29,2
10863349,39782810,2019-05-29,2
8285571,31698629,2019-05-29,4
836731,38137406,2019-05-29,2
11453995,51400039,2019-05-29,2
8881145,45789049,2019-05-29,2
12205025,32921059,2019-05-29,2
5289571,47993173,2019-05-29,2
10239747,38633681,2019-05-29,2
9777481,32184467,2019-05-29,3
9821147,36514103,2019-05-29,2
5137741,44199847,2019-05-29,2
4703503,46719101,2019-05-28,2
854147,34999480,2019-05-28,2
11654097,2676242,2019-05-28,3
10878342,5043529,2019-05-28,2
31675,50317552,2019-05-28,2
9282749,39118761,2019-05-28,2
9337335,46223762,2019-05-28,2
9096969,7080239,2019-05-28,2
9204321,49989019,2019-05-28,2
5032741,3542132,2019-05-28,3
9499259,42585510,2019-05-28,4
9757993,35778574,2019-05-28,2
8308951,33893185,2019-05-28,2
10897775,7066841,2019-05-28,2
9660928,32113030,2019-05-28,2
8960035,7082068,2019-05-28,2
464499,40972875,2019-05-28,3
1115121,46828105,2019-05-28,2
9874921,2747816,2019-05-28,2
5277898,45326600,2019-05-28,2
9177889,31620511,2019-05-28,4
5185915,880282,2019-05-28,4
8306199,1768618,2019-05-28,2
181979,34859104,2019-05-28,2
10665669,37303198,2019-05-28,2
10130477,202408,2019-05-28,2
10856909,33269884,2019-05-28,2
399651,3030968,2019-05-28,2
9396765,48215499,2019-05-28,2
8994802,41709071,2019-05-28,2
1110879,47127535,2019-05-28,2
4861577,45999574,2019-05-28,2
8390375,31301485,2019-05-28,2
10162341,50079883,2019-05-28,2
8733627,43247927,2019-05-28,2
10072629,49839188,2019-05-28,2
8792548,33449287,2019-05-28,2
10235645,35598700,2019-05-28,2
4351515,46876583,2019-05-28,2
4290419,37734171,2019-05-28,4
10488891,38335548,2019-05-28,2
9566529,38775500,2019-05-28,3
8270017,35636968,2019-05-28,2
11270637,35134949,2019-05-28,2
4880631,48383749,2019-05-28,2
4335737,35420610,2019-05-28,2
4263357,32921290,2019-05-28,2
10231753,4174663,2019-05-28,3
10325819,6053776,2019-05-28,2
9433907,47425520,2019-05-28,2
9448929,33519120,2019-05-28,2
11120361,47094884,2019-05-28,2
7913703,40218885,2019-05-28,2
12052537,11299809,2019-05-28,2
12163067,35907590,2019-05-28,2
10750775,4370161,2019-05-28,3
8261351,3405285,2019-05-28,2
10487435,38338503,2019-05-28,2
1085427,34046086,2019-05-28,2
12108649,40276001,2019-05-28,3
12351395,38115727,2019-05-28,2
12239409,31818893,2019-05-28,3
11856957,40384315,2019-05-28,3
10048409,42154778,2019-05-28,2
8384201,35434277,2019-05-28,2
11763745,3539880,2019-05-28,2
11305707,43532156,2019-05-28,2
10754023,6638151,2019-05-28,2
11464173,32586840,2019-05-28,2
8381429,43798368,2019-05-28,3
9695749,156060,2019-05-28,3
1134497,32283579,2019-05-28,2
11915197,40945068,2019-05-28,2
853041,34426437,2019-05-28,2
7887481,3633284,2019-05-28,2
11571469,50539304,2019-05-28,2
11558778,35187319,2019-05-28,2
11662427,28741509,2019-05-28,2
8003765,6519992,2019-05-28,2
9111641,38330333,2019-05-28,2
10485312,35146653,2019-05-28,2
9146613,32046918,2019-05-28,2
10173863,6052272,2019-05-28,2
1098349,33781233,2019-05-28,2
5199355,43411921,2019-05-28,2
10620218,47150866,2019-05-28,2
9294873,31648894,2019-05-28,2
5084527,35196289,2019-05-28,2
8659175,45296133,2019-05-28,2
10931417,36764403,2019-05-28,2
8050903,40293805,2019-05-28,2
11875913,7023155,2019-05-28,2
12403965,1058234,2019-05-28,3
11067679,49946923,2019-05-28,2
10774127,50615221,2019-05-28,2
822269,45815236,2019-05-28,2
4198957,43785097,2019-05-28,2
861483,35504413,2019-05-28,2
4954103,46478416,2019-05-28,2
11211053,3680857,2019-05-28,2
8157303,42654367,2019-05-28,2
4735437,37077821,2019-05-28,3
11120165,4737355,2019-05-28,3
11936407,49269590,2019-05-28,2
11344837,4593965,2019-05-28,2
11618173,5747437,2019-05-28,2
11248727,44781584,2019-05-28,2
9945957,32251206,2019-05-28,3
10831625,34759937,2019-05-28,2
11367881,32566957,2019-05-28,2
11194729,22749259,2019-05-28,2
11756157,38510384,2019-05-28,2
10926349,47166736,2019-05-28,2
10587213,3714465,2019-05-28,2
11666641,43483315,2019-05-28,2
11697455,35144038,2019-05-28,2
1031779,50602115,2019-05-28,2
855925,2626776,2019-05-28,2
12408529,3242033,2019-05-28,3
11142495,51365661,2019-05-28,3
9918069,173365,2019-05-28,2
8594971,36346809,2019-05-28,3
8984605,44165438,2019-05-28,2
12331683,45706937,2019-05-28,2
10462039,6363562,2019-05-28,2
11526263,39161275,2019-05-27,4
10092369,31944543,2019-05-27,2
11435137,40275993,2019-05-27,2
11546381,46374496,2019-05-27,2
229985,46130148,2019-05-27,2
11501511,43305867,2019-05-28,2
427231,6586222,2019-05-27,3
413763,35470355,2019-05-28,2
9718513,32657547,2019-05-28,2
10849461,6682401,2019-05-27,2
9760303,47495987,2019-05-27,2
10734759,42724158,2019-05-27,3
9171897,750891,2019-05-27,2
11356121,45363433,2019-05-27,2
10269889,6041792,2019-05-27,2
12369195,2485933,2019-05-27,2
10524003,3038693,2019-05-27,2
11807789,34316799,2019-05-27,2
11229505,36519206,2019-05-27,2
8237075,3624193,2019-05-27,2
11884072,35814321,2019-05-27,2
11954341,46701022,2019-05-27,2
10723965,50853412,2019-05-27,2
11941853,3245761,2019-05-27,2
9257969,32079069,2019-05-27,2
9059715,28023609,2019-05-27,2
814457,40275993,2019-06-19,4
10217969,51581945,2019-06-19,2
11481253,33739431,2019-06-19,2
8770783,4155810,2019-06-19,2
5056919,47842323,2019-06-19,3
11416895,50585392,2019-06-19,2
8550934,33518288,2019-06-19,3
12129425,50826217,2019-06-19,2
4376603,33088688,2019-06-19,2
11644549,52655320,2019-06-19,2
11715221,43345548,2019-06-19,2
4159309,2798347,2019-06-19,3
11171643,42466415,2019-06-19,2
11789236,40450069,2019-06-19,2
11774945,34371958,2019-06-19,2
10666845,43474411,2019-06-19,3
8164051,34417079,2019-06-19,2
11468415,31504655,2019-06-19,2
12065963,47952339,2019-06-19,2
4277175,40275989,2019-06-19,2
11155921,34938258,2019-06-19,2
10060043,46930331,2019-06-19,2
12113465,47774234,2019-06-19,2
8398901,26577159,2019-06-19,4
5028765,44307118,2019-06-18,3
5219473,24833459,2019-06-18,3
10586415,37761853,2019-06-18,2
8219883,42215762,2019-06-19,2
9912035,6750720,2019-06-19,2
12515433,32893894,2019-06-19,3
12111267,49628660,2019-06-19,2
11096323,883456,2019-06-19,2
12513683,6391857,2019-06-19,2
10314185,32670341,2019-06-19,2
12273527,36937177,2019-06-18,2
11905929,6670172,2019-06-19,2
10447731,33518017,2019-06-19,2
11773042,43474411,2019-06-19,2
11600687,50311545,2019-06-18,2
10786377,6643460,2019-06-19,2
11582165,239538,2019-06-18,2
10524891,31298885,2019-06-18,2
4978502,34425885,2019-06-19,2
4912369,45711325,2019-06-18,2
10198139,36903805,2019-06-18,2
10460471,37436515,2019-06-19,2
12191375,1754907,2019-06-18,2
11645137,1008370,2019-06-19,2
11844973,34182343,2019-06-19,2
10933209,33500792,2019-06-18,3
11868493,31451211,2019-06-18,3
10418177,39050102,2019-06-18,2
9639203,6585194,2019-06-18,2
8556121,4464718,2019-06-18,2
11284968,47870628,2019-06-18,4
9839319,49248410,2019-06-18,2
11955977,36433493,2019-06-18,2
12126835,34454150,2019-06-18,2
5247473,47641645,2019-06-18,2
538377,44307118,2019-06-18,2
9716077,46245857,2019-06-18,2
